Company Name,Physical Address,Phone,FAX,Web,Business Description,NAICS,Employee(s),Annual Sales,Contact Person,Industry Description,Stock Exchange,Latitude,Longitude
HaynesInsulation,"101LanesDrNorthWilkesboro,NC28659-8376",3368380413,,,InsulationContractors-Cold&Heat,238310,4,"$382,000",HobertJHaynesJr,DrywallandInsulationContractors,,36.192518,-81.089336
OldMuleCo,"4733SWilsonHillRdMillSpring,NC28756-7736",8286250305,,OLDMULE.COM,Condiments&Sauces(whls),424490,2,"$1,957,000",SteveModlin,OtherGroceryandRelatedProductsMerchantWholesalers,,35.347206,-82.161946
MainStreetInsuranceGroup,"22NTradeSt#CTryon,NC28782-6772",8288599252,8288596144,MAINSTREETINS.COM,Insurance,524210,21,"$2,138,000",KimDriver,InsuranceAgenciesandBrokerages,,35.209026,-82.238354
RageAdministrative-MktngSvc,"670RussAveWaynesville,NC28786-2995",8284525547,,,MarketingPrograms&Services,541613,2,"$265,000",,MarketingConsultingServices,,35.502321,-82.98913
AvgAuto&Cycle,"2551NorthwestBlvdNewton,NC28658-3745",8284641785,,,AutomobileRepairing&Service,811111,2,"$169,000",JuanGVelazcoGomez,GeneralAutomotiveRepair,,35.688552,-81.22746
DiamondBKwikShopsInc,"1550Nc108HwyEColumbus,NC28722-7802",8288945744,,,ConvenienceStores,445131,3,"$432,000",,ConvenienceRetailers,,35.263759,-82.182282
EdwardJones,"115EMainStLincolnton,NC28092-2724",7047324726,,EDWARDJONES.COM,FinancialAdvisoryServices,523940,3,"$856,000",BrentReynolds,PortfolioManagementandInvestmentAdvice,,35.471909,-81.256106
HendersonvilleBoard-Realtors,"3161stAveEHendersonville,NC28792-5006",8286939642,8286939516,HBOR-NC.COM,RealEstate,531210,2,"$182,000",BrendJarvis,OfficesofRealEstateAgentsandBrokers,,35.314556,-82.456955
LittleGemsChildDevmntCtr,"1316NPostRdShelby,NC28150-3211",7044840001,7044840001,,ChildCareService,624410,6,"$106,000",GeorgianaHartgrove,ChildCareServices,,35.322236,-81.495686
YanceyCountySheriff,"4EMainStBurnsville,NC28714-",8286822124,8286820150,YANCEYCOUNTYNC.GOV,Sheriff,922120,45,,ShaneHilliard,PoliceProtection,,35.917232,-82.32441
SapphireToxawayResrtPrprts,"281USHighway64WSapphire,NC28774-",8289664960,,WNCPROPERTY.COM,RealEstate,531210,8,"$790,000",JimLorenz,OfficesofRealEstateAgentsandBrokers,,35.109554,-82.99065
Shehan'sGutter&Guard,"517CoopersGapRdRutherfordton,NC28139-8657",8282880647,,,Gutters&Downspouts,238160,3,"$277,000",MartinShehan,RoofingContractors,,35.389287,-81.997704
BuffaloConstruction,"37BanksTownRdWeaverville,NC28787-9200",8287759059,,,HomeImprovements,236118,2,"$586,000",KeithReed,ResidentialRemodelers,,35.686772,-82.565796
SSCLincolntonOperatingCo,"515SGeneralsBlvdLincolnton,NC28092-3656",7040001111,,SAVASENIORCARE.COM,Nursing&ConvalescentHomes,623110,4,"$339,000",,NursingCareFacilities(SkilledNursingFacilities),,35.4565,-81.241328
Unwound,"1132MainSt#105BlowingRock,NC28605-6180",8282955051,,UNWOUNDYARN.COM,KnittingInstruction,611699,1,,MelindaMayronne,AllOtherMiscellaneousSchoolsandInstruction,,36.131994,-81.678416
WestYanceyVolunteerFireDpt,"6557USHighway19Burnsville,NC28714-0075",8280001111,,,FireDepartments,922160,14,,,FireProtection,,35.912971,-82.430927
LibertyxBitcoinATM,"19305WCatawbaAveCornelius,NC28031-8649",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.475639,-80.891955
BasicSkillsDept,"372CommunityCollegeDrBoone,NC28607-",8282975253,,CCCTI.EDU,Government-Colleges&ProfessionalSchls,611310,7,,LynnLefever,"Colleges,Universities,andProfessionalSchools",,36.200895,-81.661437
MorgantonChildren'sDental,"206SSterlingStMorganton,NC28655-3567",8284335800,8284335811,,Dentists,621210,10,"$1,557,000",CameronAFisher,OfficesofDentists,,35.743975,-81.686085
HyistManufacturingLLC,"2006DallasCherryvilleHwyDallas,NC28034-7707",7040001111,,,Manufacturers,339999,26,"$4,058,000",,AllOtherMiscellaneousManufacturing,,35.318838,-81.213385
LibertyxBitcoinATM,"6716NationsFordRdCharlotte,NC28217-3456",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.158743,-80.897326
JulianPriceLake,"3356BlueRidgePkwyBlowingRock,NC28605-",8282985330,,,Parks,712190,4,"$309,000",,NatureParksandOtherSimilarInstitutions,,36.133781,-81.673811
WataugaHighSchool,"300GoPioneersDrBoone,NC28607-4054",8282642407,8282649030,WATAUGASCHOOLS.ORG,Schools,611110,71,,ChrisBlanton,ElementaryandSecondarySchools,,36.216499,-81.650981
CreativeKidzPre-School,"1139PoplarSpringsChurchRdShelby,NC28152-8071",7044829161,,,ChildCareService,624410,6,"$106,000",SherryDavis,ChildCareServices,,35.25083,-81.610591
LibertyxBitcoinATM,"1312LasalleStCharlotte,NC28216-4737",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.261398,-80.843107
LeslieHortonAsphaltPaving,"490SulphurSpringsChurchRdForestCity,NC28043-6991",8282458944,,,PavingContractors,237310,2,"$233,000",LeslieHorton,"Highway,Street,andBridgeConstruction",,35.261841,-81.90015
JenningsO'NeilCareerAcademy,"2712FreedomDrCharlotte,NC28208-3854",7049101483,,,Career&VocationalCounseling,624310,3,,,VocationalRehabilitationServices,,35.239026,-80.883932
HigherLearning,"104SCarpenterStKingsMountain,NC28086-3415",7042596044,,HIGHERLEARNINGCHILDCARE.COM,ChildCareService,624410,10,"$177,000",BarbaraMinder,ChildCareServices,,35.239832,-81.338778
GreenValleyElementarySchool,"189BigHillRdBoone,NC28607-8218",8282643606,8282648108,WATAUGASCHOOLS.ORG,Schools,611110,60,,PhilipNorman,ElementaryandSecondarySchools,,36.27744,-81.646403
W&BMotors,"506SGreenStMorganton,NC28655-3531",8284374414,,,Automobile/TrucksDealers-Used,441120,1,"$477,000",BillBradshaw,UsedCarDealers,,35.742292,-81.682593
BuildersChoiceCabinets,"1250CollegeAveWilkesboro,NC28697-2745",3366673311,,,CabinetMakers,238350,37,"$3,533,000",WillHarley,FinishCarpentryContractors,,36.134712,-81.17751
Tca,"3662ProvidenceMillRdMaiden,NC28650-8548",8284280554,,TAPECORP.COM,VideoTapes&Discs-Manufacturers,512250,2,"$608,000",MichaelBurke,RecordProductionandDistribution,,35.596283,-81.184352
CarolinaCreativeBuildersInc,"108LittleSpudLnAsheville,NC28805-0100",8282985009,8282984703,MEMBERS.ASHEVILLEHBA.COM,GeneralContractors,236115,15,"$4,389,000",TimPenley,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.586636,-82.498199
CookOut,"963GeorgiaRdFranklin,NC28734-5819",8280001111,,COOKOUT.COM,Limited-ServiceRestaurant,722513,22,"$809,000",,Limited-ServiceRestaurants,,35.161918,-83.392024
I&RSeemlessGutters,"149NewHouseRdEllenboro,NC28040-",8284538373,,,Gutters&Downspouts,238160,2,"$185,000",JimRhyne,RoofingContractors,,35.328735,-81.75782
SiteDevelopmentCorp,"179WMainSt#132ForestCity,NC28043-3049",8286576905,,SITEDEVELOPMENTCORP.COM,ConstructionManagement,237990,10,"$859,000",AndySouthards,OtherHeavyandCivilEngineeringConstruction,,35.33417,-81.867756
SouthernAtlanticConservatory,"1056OldHamptonRdBoone,NC28607-7420",8280001111,,,Schools&EducationalServicesNEC,611710,4,,,EducationalSupportServices,,36.178967,-81.59482
PuttingThingsIntoPrspctv,"1914JNPeasePlCharlotte,NC28262-4504",9802584683,,,VocationalRehabilitationServices,624310,43,,GwendolynRHolman-Barton,VocationalRehabilitationServices,,35.320903,-80.774855
LookingGlassRealty,"5388GreenvilleHwyBrevard,NC28712-7539",8288857355,,LOOKINGGLASSREALTY.COM,RealEstate,531210,2,"$198,000",BrittanyMellott,OfficesofRealEstateAgentsandBrokers,,35.164649,-82.730263
JBarrHoldingInc,"969ReepsvilleRdLincolnton,NC28092-9509",7040001111,,,HoldingCompanies(non-Bank),551112,5,"$2,400,000",JerryBarnes,OfficesofOtherHoldingCompanies,,35.475607,-81.269255
IndustryChoiceSolutionsLLC,"98BishopCoveRdFairview,NC28730-9799",8286281991,,ICSOLUTIONS-HQ.COM,SemiconductorManufacturingEquip(mfrs),333242,6,"$916,000",JenniferLPuzerewski,SemiconductorMachineryManufacturing,,35.476503,-82.397974
NeurostarUniversity,"200SCollegeSt#750Charlotte,NC28202-2020",8282343564,,NEUROSTAR.COM,MedicalElectronics(whls),423450,2,"$3,856,000",,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.225446,-80.844017
McgrewJaclyn,"402EMainStLincolnton,NC28092-3306",7042085765,,PREFERREDSPECIALIST.53.COM,FinancialPlanningConsultants,523940,1,"$856,000",JaclynMcgrew,PortfolioManagementandInvestmentAdvice,,35.472804,-81.251513
UnitedStatesPostalSvc,"551MicavilleLoopMicaville,NC28755-8000",8280001111,8286750001,USPS.COM,PostOffices,491110,1,,SandyRiddle,PostalService,,35.90926,-82.21323
ValleCrucisCommunityPark,"151SheridanAveBoone,NC28607-4731",8280001111,,,Parks,712190,4,"$309,000",,NatureParksandOtherSimilarInstitutions,,36.210108,-81.664172
ParksWaterproofingLLC,"1161MathisMillRdRoaringRiver,NC28669-9304",3360001111,,,WaterproofingContractors,238390,2,"$252,000",JodyVParks,OtherBuildingFinishingContractors,,36.17597,-80.976099
CarolinaMountainProperties,"70WeavervilleRdWoodfin,NC28804-1360",8280001111,,,RealEstate,531210,2,"$251,000",MichaelIPosey,OfficesofRealEstateAgentsandBrokers,,35.640022,-82.578982
BlueIrisHomes,"81BroadwaySt#207CAsheville,NC28801-7900",8289897949,,,HomeBuilders,236115,2,"$586,000",,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.597982,-82.552884
Bryan'sPaintingLLC,"461RiddleRdNorthWilkesboro,NC28659-8674",3360001111,,,Painters,238320,2,"$191,000",GeorgeBryan,PaintingandWallCoveringContractors,,36.205765,-81.057028
JoernsHealthcareLLC,"2430WhitehallParkDr#700Charlotte,NC28273-3423",7044996000,5024899401,JOERNS.COM,Physicians&SurgeonsEquip&Supls-Whls,423450,6,"$7,711,000",TaylorSmith,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.140526,-80.93609
Cline'sGarage,"114W1stStNewton,NC28658-3222",8284641843,,,Truck-Repairing&Service,811111,2,"$169,000",,GeneralAutomotiveRepair,,35.664264,-81.22388
CampTimberlake,"1123MontreatRdBlackMountain,NC28711-3231",8286698766,,MERRI-MAC.COM,RealEstateManagement,531210,100,"$12,501,000",AdamBoyd,OfficesofRealEstateAgentsandBrokers,,35.634655,-82.317608
GreenMountainGrading,"1685GreenMountainDrBurnsville,NC28714-7117",8282842121,,,ExcavatingContractors,238910,1,"$82,000",ShannonDeyton,SitePreparationContractors,,35.933443,-82.28404
EastCoastOxygenInc,"310ElkParkDrWoodfin,NC28804-2066",8282527770,,,Gas-Indstrl/Med-Cylinder&Bulk(whls),424720,4,"$45,069,000",EarlieLJohnson,PetroleumandPetroleumProductsMerchantWholesalers(exceptBulkStationsandTerminals),,35.636991,-82.590505
CreativeHairDesigns,"345EUSHighway19EBypBurnsville,NC28714-7166",8286826125,,,BeautySalons,812112,4,"$79,000",MaryLWilson,BeautySalons,,35.915352,-82.292761
CampbellHomeImprovementCo,"29WildbirdLnCandler,NC28715-8262",8286674432,,,HomeImprovements,236118,1,"$293,000",BillCampbell,ResidentialRemodelers,,35.550627,-82.751558
LibertyxBitcoinATM,"2035NSharonAmityRdCharlotte,NC28205-7923",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.189192,-80.773283
EdwardJones,"8261Nc73Hwy#EStanley,NC28164-7815",7048279656,,EDWARDJONES.COM,FinancialAdvisoryServices,523940,3,"$856,000",SethHoward,PortfolioManagementandInvestmentAdvice,,35.435038,-80.971857
PieperGlass,"2778HallsChapelRdBurnsville,NC28714-6740",8286751113,,PIEPERGLASS.COM,Glass-Blowers(mfrs),327212,2,"$151,000",KennyPieper,OtherPressedandBlownGlassandGlasswareManufacturing,,35.851197,-82.175039
HairExpressions,"551EUSHighway19EBypBurnsville,NC28714-7202",8286826336,,,BeautySalons,812112,1,"$20,000",LouellaEdwards,BeautySalons,,35.915887,-82.283237
CentralPiedmontCmntyClg,"1325E7thStCharlotte,NC28204-2019",7043306000,,CPCC.EDU,Junior-CommunityCollege-TechInstitutes,611210,39,,RayMathus,JuniorColleges,,35.219445,-80.826977
TryonIGASupermarket,"370STradeStTryon,NC28782-3710",8288599245,8288592213,IGA.COM,Grocers-Retail,445110,25,"$3,599,000",WillardTeaster,SupermarketsandOtherGroceryRetailers(exceptConvenienceRetailers),,35.203514,-82.238357
CarolinaSpecialtyTransport,"438ELongAve#2Gastonia,NC28054-3500",7048242455,7048242458,CAROLINASPECIALTYTRANSPORT.COM,HandicappedTransportationService,485991,35,"$1,996,000",GregChristopher,SpecialNeedsTransportation,,35.266323,-81.174054
CarolinaMulchCo,"169CedarGroveChurchRdVale,NC28168-9441",7042760041,,,Mulches,444240,1,"$225,000",JimSimmons,"Nursery,GardenCenter,andFarmSupplyRetailers",,35.503789,-81.431876
AcceleratedDeliveries,"14940BrownMillRd#11Huntersville,NC28078-7467",9802574515,,,Movers,484110,3,"$400,000",,"GeneralFreightTrucking,Local",,35.426159,-80.915293
BradshawVolunteerFireDept,"29PigeonRoostRdGreenMountain,NC28740-0108",8286889008,,,FireDepartments,922160,13,,,FireProtection,,36.046349,-82.298787
LibertyxBitcoinATM,"8419NTryonStCharlotte,NC28262-3418",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.303062,-80.752423
HushPizza&PastaBar,"2720GeorgiaRdFranklin,NC28734-7335",8282009295,,,Pizza,722511,4,"$148,000",,Full-ServiceRestaurants,,35.137969,-83.397568
LinkMedicalInc,"133ShufordRdColumbus,NC28722-9411",8288024025,,,Physicians&SurgeonsEquip&Supls-Whls,423450,5,"$4,914,000",CraigTGermanoSr,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.241951,-82.207937
TDBank,"600WBypassBurnsville,NC28714-",8286824643,8286820080,TDBANK.COM,Banks,522110,6,"$839,000",SammieEllis,CommercialBanking,,35.917232,-82.32441
AvlTechnologies,"15NMerrimonAveAsheville,NC28804-1367",8282509950,,AVLTECH.COM,Radio/TvBroadcasting/CommEquip(mfrs),334220,10,"$3,224,000",MikeProffitt,RadioandTelevisionBroadcastingandWirelessCommunicationsEquipmentManufacturing,,35.639788,-82.57541
WestYanceyVolnteerFireDept,"67LastRoundUpDrBurnsville,NC28714-6366",8286821447,,,FireDepartments,922160,10,,DonaldAngel,FireProtection,,35.91299,-82.420058
NathanGregoryElecCntrctng,"1402WestwoodLnWilkesboro,NC28697-2615",3369274023,,,ElectricContractors,238210,4,"$382,000",NathanGregory,ElectricalContractorsandOtherWiringInstallationContractors,,36.132719,-81.167971
C/Y/FConstr&DesignLLC,"48AzaleaRdArden,NC28704-2512",8280001111,,,ConstructionCompanies,236115,2,"$586,000",HarryTColemanJr,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.48222,-82.52022
LibertyxBitcoinATM,"4108NTryonStCharlotte,NC28206-2071",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.256744,-80.796408
AlliedCaster&EquipmentCo,"3841CorporationCirCharlotte,NC28216-3418",7043995557,,ALLIEDCASTER.COM,MiscellaneousIndustrialSupplies(whls),423840,12,"$14,548,000",NormanUStephens,IndustrialSuppliesMerchantWholesalers,,35.271306,-80.871148
"StauntonNorris,ATY","9EMainStBurnsville,NC28714-2947",8286827410,,,Attorneys,541110,1,"$125,000",NorrisStaunton,OfficesofLawyers,,35.917444,-82.297748
Transtech-Asheville,"1616PattonAveAsheville,NC28806-1726",8284836666,,TRANS-TECH.NET,SchoolsYoga,611519,5,,,OtherTechnicalandTradeSchools,,35.570642,-82.617063
CarolinaCoatingsLLC,"44BuckShoalsRd#I9Arden,NC28704-3371",8286519958,8286519960,,HomeImprovements,236118,1,"$293,000",JeffTinker,ResidentialRemodelers,,35.461195,-82.515319
GrowingSmilesPedatrics,"110JuniperSt#200Morganton,NC28655-4677",8283918855,,KIDSGROWINGSMILES.COM,Dentists,621210,7,"$1,090,000",,OfficesofDentists,,35.729127,-81.658508
EKGMarketingInc,"375Highway105Ext#6Boone,NC28607-6225",8283861700,,EKGMARKETING.COM,MarketingPrograms&Services,541613,10,"$823,000",EricGajawski,MarketingConsultingServices,,36.212524,-81.668246
Hrma,"233HeavenlyMountainDrBoone,NC28607-6988",8282631166,,,HumanResourceConsultants,541612,3,"$247,000",,HumanResourcesConsultingServices,,36.181981,-81.577657
AppalachianRegional,"2146BlowingRockRdBoone,NC28607-6154",8282621664,,APPRHS.ORG,Clinics,621111,4,"$694,000",RickCassady,OfficesofPhysicians(exceptMentalHealthSpecialists),,36.195535,-81.653704
MeridianIndustriesInc,"40RexAveGastonia,NC28054-3026",4142240610,,MERIDIANCOMPANIES.COM,Manufacturers,339999,26,"$3,746,000",BrandiWhisnant,AllOtherMiscellaneousManufacturing,,35.289415,-81.129512
AppalachianFamilyPractice,"1879Old421SBoone,NC28607-6293",8282621011,8282625695,,Physicians&Surgeons,621111,6,"$1,041,000",RachelSanders,OfficesofPhysicians(exceptMentalHealthSpecialists),,36.227247,-81.610001
NeighborhoodYoga,"212NWaterStBoone,NC28607-3570",8282650377,,NEIGHBORHOODYOGA.NET,YogaInstruction,611699,30,"$309,000",KathyHarris,AllOtherMiscellaneousSchoolsandInstruction,,36.221346,-81.685034
EasternBusinessFormsInc,"1752CountryClubRdGastonia,NC28054-4800",7048668823,,EBF-INC.COM,BusinessForms&Systems(whls),424120,1,"$853,000",,StationeryandOfficeSuppliesMerchantWholesalers,,35.25885,-81.148828
UnitedStatesPostalSvc,"95PacoletStTryon,NC28782-3364",8280001111,8288596834,USPS.COM,PostOffices,491110,11,,ChristineIwerks,PostalService,,35.2083,-82.239801
AffordableCharlotteShuttle,"211FranklinCtStanley,NC28164-9609",7040001111,,,ShuttleService,485999,2,"$311,000",JohnFHanzel,AllOtherTransitandGroundPassengerTransportation,,35.374217,-81.058481
ABBInc,"9920KinceyAveHuntersville,NC28078-2400",7049921025,,ABB.COM,IndustrialEquipment&Supplies(whls),423830,5,"$6,062,000",,IndustrialMachineryandEquipmentMerchantWholesalers,,35.403682,-80.860837
NycoleRHowardAttorney,"7SMainStBurnsville,NC28714-8800",8286824469,,,Attorneys,541110,2,"$249,000",NycoleRHoward,OfficesofLawyers,,35.9163,-82.299619
Bailey&BaileyPLLC,"1TownSqBurnsville,NC28714-2937",8286822183,,,Attorneys,541110,3,"$373,000",JToddBailey,OfficesofLawyers,,35.917361,-82.300387
MetalIncTriad,"108IndustrialParkRdLincolnton,NC28092-8358",9804292278,,TRIADCORRUGATEDMETAL.COM,MetalGoods-Manufacturers,332999,6,"$633,000",,AllOtherMiscellaneousFabricatedMetalProductManufacturing,,35.498845,-81.245005
CharlesWTaylorCPAPA,"1AMimosaLnTryon,NC28782-9640",8288592782,,,TaxReturnPreparation&Filing,541213,2,"$36,000",CharlesTaylor,TaxPreparationServices,,35.227244,-82.236421
RaymondJames,"2326NSouthNorthCarolina16Denver,NC28037-",7044838500,,RAYMONDJAMES.COM,FinancialAdvisoryServices,523940,3,"$856,000",PatrickElmore,PortfolioManagementandInvestmentAdvice,,35.447456,-80.995873
BrianPetersonLawOffices,"269WUSHighway19EBypBurnsville,NC28714-",8282525459,,,Attorneys,541110,2,"$373,000",,OfficesofLawyers,,35.917232,-82.32441
NewRiverGymnasticsAcademy,"419DanielBooneDrBoone,NC28607-4493",8282640641,,,GymnasticInstruction,611620,5,"$386,000",BillClinebell,SportsandRecreationInstruction,,36.218054,-81.656052
C&LHomeImprovements,"Asheville,NC28806-",8282808282,,,HomeImprovements,236118,2,"$586,000",SantosJackson,ResidentialRemodelers,,,
HoskinRealty,"206LaurelOakLnHendersonville,NC28791-2950",8286259663,,,RealEstate,531210,2,"$182,000",GeorgeHoskinJr,OfficesofRealEstateAgentsandBrokers,,35.328849,-82.485054
MSLois'Restaurant,"145HighlandsRdFranklin,NC28734-2709",8283698628,,,Restaurants,722511,4,"$148,000",VeronaMPhillips,Full-ServiceRestaurants,,35.185192,-83.370212
BlueRidgeWalkInTubs,"65SageDrWeaverville,NC28787-7301",8285513330,,,BathroomRemodeling,236118,1,"$293,000",BrianBock,ResidentialRemodelers,,35.714209,-82.590936
McDonald's,"329FranklinPlazaDrFranklin,NC28734-3209",8283697462,8283697105,MCDONALDS.COM,Limited-ServiceRestaurant,722513,40,"$1,471,000",JamesEDavis,Limited-ServiceRestaurants,,35.163812,-83.392336
HomeTrustBank,"402WMillsStColumbus,NC28722-",8288948105,,HTB.COM,Banks,522110,40,"$6,426,000",JerryJohnson,CommercialBanking,,35.260238,-82.150057
Agvs-PoweredByMhi,"8720RedOakBlvd#201Charlotte,NC28217-3996",7046761190,,,Machinery-Rebuilding&Repairing(whls),423830,2,,,IndustrialMachineryandEquipmentMerchantWholesalers,,35.142906,-80.906788
ImpactGroup,"1833CrossBeamDrCharlotte,NC28217-2824",8006752200,,,Career&VocationalCounseling,624310,7,,,VocationalRehabilitationServices,,35.177719,-80.93051
BarbaraFamilyInvestmentsLLC,"4790BurtonLnDenver,NC28037-5433",7040001111,,,Investments,523910,2,"$1,043,000",JamesCBarbara,MiscellaneousIntermediation,,35.534814,-80.979645
CaldwellConstructionSvcLLC,"1065WMainStForestCity,NC28043-2519",8284293144,,CALDWELLCONSTRUCTIONSERVICES.COM,RoadBuildingContractors,237310,4,"$466,000",BradCaldwell,"Highway,Street,andBridgeConstruction",,35.349478,-81.890406
"ThomasLuciusJ,DDS","205PattersonStMorganton,NC28655-3331",8280001111,,RIVERARTSDENTISTRY.COM,Dentists,621210,1,"$156,000",LuciusJThomas,OfficesofDentists,,35.749219,-81.689186
FoscoeFishingCo,"8857NcHighway105SBoone,NC28607-7339",8289636556,,FOSCOEFISHING.COM,TouristAttractions,712190,7,"$540,000",SlateLacy,NatureParksandOtherSimilarInstitutions,,36.158429,-81.769399
SafekidsUSALLC,"93JonesCoveRdClyde,NC28721-9457",8286273949,,BLUEDRAGONTKD.NET,SafetyConsultants,541612,3,"$397,000",,HumanResourcesConsultingServices,,35.531843,-82.940575
Midpoint,"332MainStHighlands,NC28741-",8285262277,,MIDPOINTHIGHLANDSNC.COM,Restaurants,722511,4,"$1,639,000",ScottNeumann,Full-ServiceRestaurants,,35.077073,-83.189764
MooreTeamRentals,"1823AshevilleHwyHendersonville,NC28791-2309",8286747081,,MOORETEAMRENTALS.COM,RealEstate-RentalService,531210,2,"$182,000",JanisMoore,OfficesofRealEstateAgentsandBrokers,,35.334803,-82.471486
